query,engine,domain,URL,title,text
.ke,Google,kenyans.co.ke
.ke,Google,kenic.or.ke
.ke,Google,parliament.go.ke
.ke,Google,kplc.co.ke
.ke,Google,tsc.go.ke
.ke,Google,evisa.go.ke
.ke,Google,centralbank.go.ke
.ke,Google,ca.go.ke
.ke,Google,google.co.ke
.ke,Google,portal.health.go.ke
.ke,Google,publicservice.go.ke
.ke,Google,nairobi.go.ke
.ke,Google,president.go.ke
.ke,Google,kpa.co.ke
.ke,Google,mku.ac.ke
.ke,Google,ghris.go.ke
.ke,Google,tukenya.ac.ke
.ke,Google,kcaa.or.ke
.ke,Google,fns.immigration.go.ke
.ke,Google,kra.go.ke
.ke,Google,uonbi.ac.ke
.ke,Google,kpc.co.ke
.ke,Google,kenha.co.ke
.ke,Google,kmtc.ac.ke
.ke,Google,judiciary.go.ke
.ke,Google,meteo.go.ke
.ke,Google,nemis.education.go.ke
.ke,Google,epra.go.ke
.ke,Google,kepsa.or.ke
.ke,Google,kura.go.ke
.ke,Google,kca.ac.ke
.ke,Google,iebc.or.ke
.ke,Google,hudumakenya.go.ke
.ke,Google,cak.go.ke
.ke,Google,knbs.or.ke
.ke,Google,icta.go.ke
.ke,Google,kemu.ac.ke
.ke,Google,co-opbank.co.ke
.ke,Google,knh.or.ke
.ke,Google,ke.sportpesa.com
.ke,Google,treasury.go.ke
.ke,Google,kws.go.ke
.ke,Google,metickets.krc.co.ke
.ke,Google,radio.or.ke
.ke,Google,klrc.go.ke
.ke,Google,psckjobs.go.ke
.ke,Google,mfa.go.ke
.ke,Google,ke.usembassy.gov
.ke,Google,bomayangu.go.ke
.ke,Google,kilimo.go.ke
.ke,Google,cma.or.ke
.ke,Google,lsk.or.ke
.ke,Google,en.wikipedia.org
.ke,Google,mod.go.ke
.ke,Google,makueni.go.ke
.ke,Google,nationalpolice.go.ke
.ke,Google,ntsa.go.ke
.ke,Google,mu.ac.ke
.ke,Google,vision2030.go.ke
.ke,Google,nascop.or.ke
.ke,Google,cob.go.ke
.ke,Google,knec.ac.ke
.ke,Google,nema.go.ke
.ke,Google,nhif.or.ke
.ke,Google,ketraco.co.ke
.ke,Google,seku.ac.ke
.ke,Google,cue.or.ke
.ke,Google,facebook.com
.ke,Google,kma.go.ke
.ke,Google,the-star.co.ke
.ke,Google,industrialization.go.ke
.ke,Google,kilifi.go.ke
.ke,Google,youthfund.go.ke
.ke,Google,hotpoint.co.ke
.ke,Google,ira.go.ke
.ke,Google,kenyalaw.org
.ke,Google,nacc.or.ke
.ke,Google,embuni.ac.ke
.ke,Google,karu.ac.ke
.ke,Google,iso.org
.ke,Google,eacc.go.ke
.ke,Google,ncpwd.go.ke
.ke,Google,kam.co.ke
.ke,Google,nationalbank.co.ke
.ke,Google,flashscore.co.ke
.ke,Google,nssf.or.ke
.ke,Google,copyright.go.ke
.ke,Google,kerra.go.ke
.ke,Google,kec.ac.ke
.ke,Google,stanbicbank.co.ke
.ke,Google,cohesion.or.ke
.ke,Google,kippra.or.ke
.ke,Google,kbc.co.ke
.ke,Google,efiling.court.go.ke
.ke,Google,kenyapolice.go.ke
.ke,Google,nacosti.go.ke
.ke,Google,kenyare.co.ke
.ke,Google,infotradekenya.go.ke
.ke,Google,nationaloil.co.ke
.ke,Google,kmpdc.go.ke
.ke,Google,lands.go.ke
.ke,Google,nairobiwater.co.ke
.ke,Google,naivas.co.ke
.ke,Google,kms.go.ke
.ke,Google,nse.co.ke
.ke,Google,kaa.go.ke
.ke,Google,ecitizen.go.ke
.ke,Google,kewi.or.ke
.ke,Google,kenet.or.ke
.ke,Google,sc.com
.ke,Google,wasreb.go.ke
.ke,Google,kmfri.co.ke
.ke,Google,redcross.or.ke
.ke,Google,kemi.ac.ke
.ke,Google,kipi.go.ke
.ke,Google,kenyachamber.or.ke
.ke,Google,jkuat.ac.ke
.ke,Google,npsc.go.ke
.ke,Google,ndma.go.ke
.ke,Google,safaricom.co.ke
.ke,Google,labour.go.ke
.ke,Google,capitalfm.co.ke
.ke,Google,ncia.or.ke
.ke,Google,ajiradigital.go.ke
.ke,Google,usiu.ac.ke
.ke,Google,ku.ac.ke
.ke,Google,kicd.ac.ke
.ke,Google,kentrade.go.ke
.ke,Google,helb.co.ke
.ke,Google,krb.go.ke
.ke,Google,kimc.ac.ke
.ke,Google,tenders.go.ke
.ke,Google,absabank.co.ke
.ke,Google,isk.ac.ke
.ke,Google,standardmedia.co.ke
.ke,Google,britishcouncil.co.ke
.ke,Google,ke-cirt.go.ke
.ke,Google,posta.co.ke
.ke,Google,jiji.co.ke
.ke,Google,nakuru.go.ke
.ke,Google,egerton.ac.ke
.ke,Google,baringo.go.ke
.ke,Google,tuko.co.ke
.ke,Google,kakamega.go.ke
.ke,Google,ke.linkedin.com
.ke,Google,environment.go.ke
.ke,Google,museums.or.ke
.ke,Google,kirdi.go.ke
.ke,Google,knqa.go.ke
.ke,Google,kisumu.go.ke
.ke,Google,kisii.go.ke
.ke,Google,agricultureauthority.go.ke
.ke,Google,ombudsman.go.ke
.ke,Google,ksl.ac.ke
.ke,Google,kim.ac.ke
.ke,Google,ke.undp.org
.ke,Google,ieakenya.or.ke
.ke,Google,kenyanews.go.ke
.ke,Google,portal.mmust.ac.ke
.ke,Google,waterfund.go.ke
.ke,Google,kccb.or.ke
.ke,Google,kba.co.ke
.ke,Google,ke.kcbgroup.com
.ke,Google,knec-portal.ac.ke
.ke,Google,totalenergies.ke
.ke,Google,ask.co.ke
.ke,Google,nation.africa
.ke,Google,autochek.africa
.ke,Google,cic.co.ke
.ke,Google,brand.ke
.ke,Google,konza.go.ke
.ke,Google,ict.go.ke
.ke,Google,khrc.or.ke
.ke,Google,wipo.int
.ke,Google,tourism.go.ke
.ke,Google,mediacouncil.or.ke
.ke,Google,students.anu.ac.ke
.ke,Google,centum.co.ke
.ke,Google,kdb.go.ke
.ke,Google,aakenya.co.ke
.ke,Google,riarauniversity.ac.ke
.ke,Google,nca.go.ke
.ke,Google,invest.go.ke
.ke,Google,kicc.co.ke
.ke,Google,telkom.co.ke
.ke,Google,bomasofkenya.co.ke
.ke,Google,edams.kiambu.go.ke
.ke,Google,kenyanalliance.co.ke
.ke,Google,youth.go.ke
.ke,Google,auc.ac.ke
.ke,Google,migori.go.ke
.ke,Google,tespok.co.ke
.ke,Google,apple.com
.ke,Google,theeastafrican.co.ke
.ke,Google,kengen.co.ke
.ke,Google,radiography.or.ke
.ke,Google,nita.go.ke
